slug,token_bought,entry_price,fee,cost,payout,pnl,winner,won,imbalance,spread,mid_price
btc-updown-5m-1772101200,Down,0.51,0.00017676475330500002,0.510176764753305,1.0,4.89823235246695,Down,True,-0.549807415428916,0.020000000000000018,0.5
btc-updown-5m-1772121300,Down,0.51,0.00017676475330500002,0.510176764753305,0.0,-5.10176764753305,Up,False,-0.6558414900676162,0.020000000000000018,0.5
btc-updown-5m-1772129700,Up,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Up,True,0.46873111238436316,0.028461538461538486,0.5057692307692307
btc-updown-5m-1772130900,Down,0.53,0.00018252245761499997,0.530182522457615,1.0,4.69817477542385,Down,True,-0.5954653526756487,0.020000000000000018,0.48
btc-updown-5m-1772140500,Up,0.53,0.00018252245761499997,0.530182522457615,0.0,-5.30182522457615,Down,False,0.5073162336802616,0.020000000000000018,0.52
btc-updown-5m-1772163300,Up,0.53,0.00018252245761499997,0.530182522457615,1.0,4.69817477542385,Up,True,0.6300096374316169,0.030000000000000027,0.515
btc-updown-5m-1772176200,Up,0.5544444444444445,0.00018778928917234747,0.5546322337336169,0.0,-5.54632233733617,Down,False,0.44709097391440383,0.027777777777777804,0.5405555555555556
btc-updown-5m-1772179500,Down,0.51,0.00017676475330500002,0.510176764753305,0.0,-5.10176764753305,Up,False,-0.6414573937324831,0.020000000000000018,0.5
btc-updown-5m-1772180700,Down,0.53,0.00018252245761499997,0.530182522457615,0.0,-5.30182522457615,Up,False,-0.6029915794736606,0.020000000000000018,0.48
btc-updown-5m-1772198400,Down,0.5483333333333333,0.00018666504820913002,0.5485199983815424,1.0,4.514800016184576,Down,True,-0.8923770757777986,0.03428571428571427,0.4714285714285714
btc-updown-5m-1772200200,Down,0.51,0.00017676475330500002,0.510176764753305,0.0,-5.10176764753305,Up,False,-0.6674652772768377,0.020000000000000018,0.5
btc-updown-5m-1772204700,Down,0.52,0.00017979826176,0.52017979826176,0.0,-5.2017979826176,Up,False,-0.5909233352627443,0.020000000000000018,0.49
btc-updown-5m-1772209200,Down,0.49,0.00016983280219500004,0.490169832802195,0.0,-4.90169832802195,Up,False,-0.6330862959771136,0.020000000000000018,0.5211111111111112
btc-updown-5m-1772214900,Down,0.54,0.00018492257232000006,0.54018492257232,0.0,-5.4018492257232,Up,False,-0.5520850118533799,0.02999999999999997,0.475
